CD_NOM,CD_REF,NOM_COMPLET,REU,NOM_VERN,LANGUE,ISO639_3,PAYS
629098,629098,"Ardisia crenata Sims, 1818",J,"Ardisie crénelée, Bois de Noël, Arbre de noël, Baie corail",Français,fra,Réunion
